Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Unit_Price,Estd_Cat
NCP29,8.42,Low Fat,0.11227101,Health and Hygiene,63.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,703.0848,7.507933491686461,2
FDC45,16.938903822581384,Low Fat,0.135075924,Fruits and Vegetables,170.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,3422.212,10.054405042016805,1
FDN33,6.305,Regular,0.12301331,Snack Foods,93.2436,OUT013,1987,High,Tier 3,Supermarket Type1,2079.9592,14.78883425852498,1
DRC01,5.92,Regular,0.019238942,Soft Drinks,49.8692,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133.1916,8.42385135135135,3
FDL57,15.1,Regular,0.067212845,Snack Foods,260.2304,OUT045,2002,Medium,Tier 2,Supermarket Type1,4908.2776,17.23380132450331,3
NCF42,17.35,Low Fat,0.280164929,Household,177.5712,OUT010,1998,Small,Tier 3,Grocery Store,527.3136,10.23465129682997,2
FDG50,7.405,Low Fat,0.015271793,Canned,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,1550.6482,12.142417285617825,2
FDH22,6.405,Low Fat,0.13651285800000001,Snack Foods,128.7678,OUT049,1999,Medium,Tier 1,Supermarket Type1,3052.0272,20.104262295081966,2
FDO36,19.7,Low Fat,0.07803497599999999,Baking Goods,178.06599999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,3954.8520000000003,9.038883248730963,2
FDY04,17.7,Regular,0.042649476,Frozen Foods,162.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,978.7260000000001,9.193276836158192,3
FDZ09,17.6,Low Fat,0.104859135,Snack Foods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,4094.67,9.198113636363635,3
FDH28,15.85,Regular,0.110202066,Frozen Foods,39.7506,OUT049,1999,Medium,Tier 1,Supermarket Type1,721.0614,2.5079242902208203,2
FDN32,17.5,Low Fat,0.01558456,Fruits and Vegetables,185.1266,OUT049,1999,Medium,Tier 1,Supermarket Type1,4795.0916,10.578662857142858,2
DRJ37,10.736938274097755,Low Fat,0.060805497,Soft Drinks,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,3339.6528,14.045195767195766,1
FDE57,9.6,Low Fat,0.036490369,Fruits and Vegetables,140.8154,OUT017,2007,Medium,Tier 2,Supermarket Type1,1843.6002,14.668270833333334,3
FDG05,11.0,Regular,0.088025298,Frozen Foods,158.063,OUT045,2002,Medium,Tier 2,Supermarket Type1,2659.8709999999996,14.369363636363635,3
FDI09,20.75,Regular,0.129864461,Seafood,240.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,5992.2,11.575325301204819,3
DRD12,6.807726730741042,Low Fat,0.0,Soft Drinks,89.4146,OUT027,1985,Medium,Tier 3,Supermarket Type3,2645.2234,13.134281609195401,1
FDD02,16.6,Low Fat,0.084176826,Canned,118.0124,OUT010,1998,Small,Tier 3,Grocery Store,592.562,7.1091807228915656,2
FDI36,12.5,Regular,0.062343432000000004,Baking Goods,199.7426,OUT046,1997,Small,Tier 1,Supermarket Type1,593.2278,15.979408000000001,2
DRK39,7.02,Low Fat,0.049942926,Dairy,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.825,11.741452991452991,2
FDH44,19.1,Regular,0.025867261000000003,Fruits and Vegetables,147.6418,OUT035,2004,Small,Tier 2,Supermarket Type1,1471.418,7.729937172774868,3
FDS56,5.785,Regular,0.038817121,Fruits and Vegetables,262.6252,OUT049,1999,Medium,Tier 1,Supermarket Type1,524.6504,45.39761452031115,2
DRJ59,11.65,Low Fat,0.01941154,Hard Drinks,40.3164,OUT045,2002,Medium,Tier 2,Supermarket Type1,502.0132,3.4606351931330472,3
NCA30,19.0,Low Fat,0.216478153,Household,190.1872,OUT010,1998,Small,Tier 3,Grocery Store,567.2616,10.009852631578946,2
FDF17,5.19,Low Fat,0.042707323,Frozen Foods,197.81099999999998,OUT045,2002,Medium,Tier 2,Supermarket Type1,2946.165,38.113872832369935,3
NCX18,14.15,Low Fat,0.0,Household,196.31099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,3338.987,13.873568904593638,2
NCO53,16.2,Low Fat,0.175898114,Health and Hygiene,183.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2940.1728,11.34325925925926,3
FDT23,7.72,Regular,0.074847665,Breads,78.8986,OUT049,1999,Medium,Tier 1,Supermarket Type1,623.1888,10.220025906735751,2
NCJ19,18.6,Low Fat,0.118180011,Others,56.2588,OUT046,1997,Small,Tier 1,Supermarket Type1,1030.6584,3.0246666666666666,2
FDI05,8.35,Regular,0.127587344,Frozen Foods,76.5354,OUT017,2007,Medium,Tier 2,Supermarket Type1,1805.6496,9.16591616766467,3
NCJ19,18.6,Low Fat,0.19780911,Others,55.6588,OUT010,1998,Small,Tier 3,Grocery Store,114.5176,2.992408602150537,2
NCS29,8.966894712736648,Low Fat,0.069208684,Health and Hygiene,264.0884,OUT027,1985,Medium,Tier 3,Supermarket Type3,4504.8028,29.451488888888893,1
NCC06,19.0,Low Fat,0.026963908999999998,Household,129.8336,OUT013,1987,High,Tier 3,Supermarket Type1,3451.5072,6.833347368421052,1
FDJ12,8.895,Regular,0.039261947,Baking Goods,207.4296,OUT017,2007,Medium,Tier 2,Supermarket Type1,2492.7552,23.319797639123102,3
FDW48,18.0,Low Fat,0.008533716,Baking Goods,78.5618,OUT013,1987,High,Tier 3,Supermarket Type1,402.809,4.364544444444444,1
FDX32,15.1,Regular,0.100423086,Fruits and Vegetables,144.7786,OUT017,2007,Medium,Tier 2,Supermarket Type1,2600.6148,9.587986754966888,3
FDH02,7.400938289010217,Regular,0.0,Canned,91.8488,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.4640000000004,12.410426409903714,1
FDD16,20.5,Low Fat,0.036353098,Frozen Foods,75.8696,OUT046,1997,Small,Tier 1,Supermarket Type1,2386.2272,3.700956097560976,2
FDR09,18.30813870422657,Low Fat,0.077348214,Snack Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,8028.8822,14.190202739726027,1
FDB32,20.6,Low Fat,0.023548476000000002,Fruits and Vegetables,93.3778,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.2892,4.532902912621359,3
FDP11,15.85,Low Fat,0.069043044,Breads,218.7166,OUT013,1987,High,Tier 3,Supermarket Type1,4136.6154,13.799154574132492,1
FDG09,20.6,Regular,0.048010812,Fruits and Vegetables,187.7556,OUT049,1999,Medium,Tier 1,Supermarket Type1,3004.0896,9.114349514563106,2
FDF21,10.3,Regular,0.05877842900000001,Fruits and Vegetables,187.85299999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2656.542,18.23815533980582,1
NCJ19,18.06071609311741,Low Fat,0.117607719,Others,55.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,2748.4224,3.059612903225806,1
FDY03,17.6,Regular,0.127412338,Meat,111.3202,OUT010,1998,Small,Tier 3,Grocery Store,337.5606,6.325011363636363,2
FDK58,11.35,Regular,0.044945123,Snack Foods,101.0016,OUT013,1987,High,Tier 3,Supermarket Type1,2631.2416,8.898819383259912,1
FDC26,10.195,Low Fat,0.126579586,Canned,112.2886,OUT049,1999,Medium,Tier 1,Supermarket Type1,2557.3378,11.014085335948995,2
FDN15,17.5,Low Fat,0.016802225,Meat,138.518,OUT018,2009,Medium,Tier 3,Supermarket Type2,2376.906,7.9153142857142855,3
DRH11,5.990685937092352,Low Fat,0.075192072,Hard Drinks,56.0614,OUT027,1985,Medium,Tier 3,Supermarket Type3,2597.2858,9.358093645484951,1
NCK17,11.0,Low Fat,0.03786331,Health and Hygiene,40.948,OUT013,1987,High,Tier 3,Supermarket Type1,319.584,3.7225454545454544,1
DRC01,5.92,Regular,0.019200003,Soft Drinks,47.7692,OUT046,1997,Small,Tier 1,Supermarket Type1,492.69199999999995,8.06912162162162,2
FDD03,13.3,Low Fat,0.07979117599999999,Dairy,232.73,OUT035,2004,Small,Tier 2,Supermarket Type1,2796.36,17.4984962406015,3
NCY17,18.2,Low Fat,0.16334971,Health and Hygiene,45.1086,OUT049,1999,Medium,Tier 1,Supermarket Type1,669.1289999999999,2.478494505494506,2
DRY23,9.395,Regular,0.109265987,Soft Drinks,42.3112,OUT049,1999,Medium,Tier 1,Supermarket Type1,980.0576,4.503587014369345,2
FDT50,6.75,Regular,0.10821852,Dairy,96.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528,14.277807407407408,3
FDC38,15.7,Low Fat,0.122392031,Canned,133.1942,OUT013,1987,High,Tier 3,Supermarket Type1,2782.3782,8.483707006369427,1
NCN06,8.39,Low Fat,0.20168772,Household,162.8868,OUT010,1998,Small,Tier 3,Grocery Store,327.5736,19.414398092967815,2
FDP56,7.955167928106694,Low Fat,0.046259035999999996,Fruits and Vegetables,47.4692,OUT027,1985,Medium,Tier 3,Supermarket Type3,1576.6144,5.967089623876428,1
FDW34,9.6,Low Fat,0.035651291,Snack Foods,244.917,OUT045,2002,Medium,Tier 2,Supermarket Type1,2916.204,25.5121875,3
FDU07,11.1,Low Fat,0.059835659000000006,Fruits and Vegetables,151.3366,OUT035,2004,Small,Tier 2,Supermarket Type1,3022.732,13.633927927927928,3
NCO55,12.8,Low Fat,0.09140807599999999,Others,108.9938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.938,8.515140624999999,3
FDL16,12.85,Low Fat,0.169405699,Frozen Foods,46.106,OUT017,2007,Medium,Tier 2,Supermarket Type1,792.302,3.588015564202335,3
FDT59,13.65,Low Fat,0.015943701,Breads,231.9668,OUT045,2002,Medium,Tier 2,Supermarket Type1,3225.1352,16.993904761904762,3
DRF01,5.675322900608686,Low Fat,0.174232377,Soft Drinks,146.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,1895.5326,25.832926613616266,1
NCS06,7.935,Low Fat,0.031801103,Household,261.591,OUT045,2002,Medium,Tier 2,Supermarket Type1,3155.8920000000003,32.96672967863894,3
FDY13,11.947460529212428,Low Fat,0.052749199000000004,Canned,74.967,OUT019,1985,Small,Tier 1,Grocery Store,229.701,6.274722550177096,1
DRF36,16.1,Low Fat,0.039463564,Soft Drinks,189.9846,OUT010,1998,Small,Tier 3,Grocery Store,191.0846,11.800285714285714,2
FDV10,7.645,Regular,0.0,Snack Foods,41.8112,OUT046,1997,Small,Tier 1,Supermarket Type1,894.8352,5.46909090909091,2
FDE09,8.775,Low Fat,0.036159635,Fruits and Vegetables,110.7228,OUT010,1998,Small,Tier 3,Grocery Store,331.5684,12.617982905982906,2
FDC20,10.65,Low Fat,0.024020077999999997,Fruits and Vegetables,57.2272,OUT045,2002,Medium,Tier 2,Supermarket Type1,1174.4712,5.373446009389672,3
FDI58,7.64,Regular,0.071104408,Snack Foods,95.012,OUT017,2007,Medium,Tier 2,Supermarket Type1,1864.24,12.436125654450262,3
FDI56,7.325,Low Fat,0.093913607,Fruits and Vegetables,93.2146,OUT017,2007,Medium,Tier 2,Supermarket Type1,1733.0774,12.725542662116041,3
NCI17,8.645,Low Fat,0.144006886,Health and Hygiene,94.741,OUT018,2009,Medium,Tier 3,Supermarket Type2,1061.951,10.95905147484095,3
NCE19,8.97,Low Fat,0.09315923300000001,Household,55.7956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1037.3164,6.220245261984392,2
FDA26,7.863193828107202,Regular,0.129425145,Dairy,219.3482,OUT019,1985,Small,Tier 1,Grocery Store,219.0482,27.895560607438394,1
FDR01,5.405,Regular,0.053839714000000004,Canned,198.6742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.8904,36.757483811285844,3
FDC32,17.85749466966983,Low Fat,0.09862906199999999,Fruits and Vegetables,90.6462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2406.2012,5.0760871934604905,1
FDF11,10.195,Regular,0.017658634,Starchy Foods,240.1538,OUT049,1999,Medium,Tier 1,Supermarket Type1,1442.1228,23.55603727317312,2
FDH46,6.935,Regular,0.041282286,Snack Foods,103.5332,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.3984,14.929084354722422,2
FDY33,14.496093340951468,Regular,0.170186628,Snack Foods,159.0262,OUT019,1985,Small,Tier 1,Grocery Store,159.1262,10.970279802955664,1
DRG23,8.88,Low Fat,0.086781204,Hard Drinks,152.2682,OUT046,1997,Small,Tier 1,Supermarket Type1,1829.6184,17.14731981981982,2
FDY04,17.650352676563994,Regular,0.042270750999999995,Frozen Foods,162.52100000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,4567.388,9.207804681194512,1
FDE26,9.3,Low Fat,0.089186275,Canned,145.3786,OUT045,2002,Medium,Tier 2,Supermarket Type1,2745.0934,15.63210752688172,3
NCU42,9.0,Low Fat,0.019502965,Household,169.4474,OUT035,2004,Small,Tier 2,Supermarket Type1,4211.185,18.827488888888887,3
NCO42,21.25,Low Fat,0.024650932,Household,146.0102,OUT035,2004,Small,Tier 2,Supermarket Type1,2916.204,6.871068235294118,3
FDU25,12.35,Low Fat,0.026722744,Canned,59.2246,OUT049,1999,Medium,Tier 1,Supermarket Type1,984.7182,4.795514170040486,2
FDW02,4.753133310487258,Regular,0.037516862000000005,Dairy,124.3704,OUT027,1985,Medium,Tier 3,Supermarket Type3,3004.0896,26.165981864129627,1
FDS22,16.85,Regular,0.023154399,Snack Foods,43.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,351.5424,2.607881305637982,2
FDG57,14.7,Low Fat,0.072284689,Fruits and Vegetables,49.8034,OUT035,2004,Small,Tier 2,Supermarket Type1,631.8442,3.3879863945578235,3
FDQ25,8.63,Regular,0.028391879,Canned,173.9422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4138.6128,20.155527230590963,3
NCS06,7.935,Low Fat,0.031866022,Household,261.291,OUT018,2009,Medium,Tier 3,Supermarket Type2,2892.901,32.9289224952741,3
FDC29,8.274640845415485,Regular,0.024088444,Frozen Foods,112.7176,OUT027,1985,Medium,Tier 3,Supermarket Type3,1832.2816,13.622053465009362,1
NCZ41,19.85,Low Fat,0.06440905599999999,Health and Hygiene,126.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,1752.3856,6.386418136020151,3
FDW23,5.765,Low Fat,0.082012293,Baking Goods,37.5164,OUT046,1997,Small,Tier 1,Supermarket Type1,656.4788,6.5076149176062446,2
FDB03,17.75,Regular,0.157075658,Dairy,240.5538,OUT049,1999,Medium,Tier 1,Supermarket Type1,3845.6608,13.55232676056338,2
FDN25,7.641534196623492,Regular,0.107110465,Breakfast,55.5588,OUT019,1985,Small,Tier 1,Grocery Store,229.0352,7.270634216954673,1
NCN05,8.235,Low Fat,0.014459672,Health and Hygiene,181.895,OUT046,1997,Small,Tier 1,Supermarket Type1,732.38,22.088038858530666,2
FDV43,15.485285077535305,Low Fat,0.076483451,Fruits and Vegetables,43.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,847.5634,2.8032160714285714,1
FDG44,6.13,Low Fat,0.10234983,Fruits and Vegetables,55.0298,OUT049,1999,Medium,Tier 1,Supermarket Type1,539.298,8.977128874388255,2
FDS12,9.1,Low Fat,0.174827835,Baking Goods,127.2362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706,13.982,3
FDI52,18.7,Low Fat,0.10459102699999999,Frozen Foods,121.4072,OUT013,1987,High,Tier 3,Supermarket Type1,2450.144,6.492363636363637,1
FDU12,15.5,Regular,0.07586884299999999,Baking Goods,261.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,1845.5976,16.887535483870966,2
FDG58,10.695,Regular,0.086764795,Snack Foods,156.7972,OUT035,2004,Small,Tier 2,Supermarket Type1,3427.5384,14.660794763908369,3
FDA16,6.695,Low Fat,0.03408026,Frozen Foods,220.8456,OUT018,2009,Medium,Tier 3,Supermarket Type2,5084.0488,32.98664675130694,3
NCD18,16.0,Low Fat,0.072655379,Household,229.8668,OUT035,2004,Small,Tier 2,Supermarket Type1,4837.7028,14.366675,3
FDI21,5.59,Regular,0.056555715,Snack Foods,62.6168,OUT013,1987,High,Tier 3,Supermarket Type1,639.168,11.201574239713775,1
FDW31,11.35,Regular,0.043402224,Fruits and Vegetables,197.0742,OUT017,2007,Medium,Tier 2,Supermarket Type1,2587.9646,17.36336563876652,3
FDB35,12.3,Regular,0.064882207,Starchy Foods,93.8804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.0864,7.632552845528455,3
FDK58,11.4088898337314,Regular,0.044764726,Snack Foods,102.4016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2428.8384,8.97559723096287,1
FDU14,17.75,Low Fat,0.034752647000000005,Dairy,248.775,OUT046,1997,Small,Tier 1,Supermarket Type1,3745.125,14.01549295774648,2
NCP43,17.75,Low Fat,0.030631323,Others,178.56599999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,2516.724,10.060056338028167,3
FDM20,9.99133455587458,Low Fat,0.0,Fruits and Vegetables,245.0144,OUT027,1985,Medium,Tier 3,Supermarket Type3,3185.1872,24.522689999999997,1
FDT36,12.27391296970794,Low Fat,0.110735739,Baking Goods,35.2874,OUT027,1985,Medium,Tier 3,Supermarket Type3,988.0472,2.8749918699186985,1
FDW19,12.35,Regular,0.038657256,Fruits and Vegetables,110.257,OUT018,2009,Medium,Tier 3,Supermarket Type2,1757.7120000000002,8.927692307692308,3
FDB29,16.7,Regular,0.052493162,Frozen Foods,113.9176,OUT049,1999,Medium,Tier 1,Supermarket Type1,2519.3872,6.821413173652695,2
FDN39,19.35,Regular,0.06589099799999999,Meat,167.0816,OUT017,2007,Medium,Tier 2,Supermarket Type1,1510.0344,8.634708010335917,3
FDI02,15.7,Regular,0.114565093,Canned,112.0202,OUT046,1997,Small,Tier 1,Supermarket Type1,337.5606,7.135044585987262,2
FDA46,13.721568443857038,Low Fat,0.117065801,Snack Foods,196.1136,OUT027,1985,Medium,Tier 3,Supermarket Type3,6026.8216,14.292360294117646,1
FDV36,18.7,Low Fat,0.026450779,Baking Goods,124.902,OUT017,2007,Medium,Tier 2,Supermarket Type1,2909.546,6.679251336898396,3
FDE35,7.06,Regular,0.043863865,Starchy Foods,59.5904,OUT013,1987,High,Tier 3,Supermarket Type1,761.6752,8.44056657223796,1
FDT46,11.35,Low Fat,0.0,Snack Foods,52.4008,OUT035,2004,Small,Tier 2,Supermarket Type1,809.6128,4.616810572687225,3
FDS21,20.00147949052445,Regular,0.036551446,Snack Foods,62.7194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,3.1357380352644837,1
DRD12,6.96,Low Fat,0.077630199,Soft Drinks,90.9146,OUT017,2007,Medium,Tier 2,Supermarket Type1,1459.4336,13.062442528735632,3
FDR14,11.787300040856094,Low Fat,0.30473738699999997,Dairy,54.7298,OUT019,1985,Small,Tier 1,Grocery Store,107.8596,4.643115879828326,1
FDG22,18.217705209547916,Regular,0.041180766,Snack Foods,37.919000000000004,OUT027,1985,Medium,Tier 3,Supermarket Type3,768.9989999999999,2.081436688311688,1
FDX58,13.15,Low Fat,0.043831721,Snack Foods,184.195,OUT049,1999,Medium,Tier 1,Supermarket Type1,2746.425,14.00722433460076,2
FDB40,17.679033169731117,Regular,0.0075033719999999995,Dairy,146.7102,OUT027,1985,Medium,Tier 3,Supermarket Type3,4374.306,8.298542040816326,1
FDJ36,14.5,Regular,0.214681063,Baking Goods,102.7332,OUT010,1998,Small,Tier 3,Grocery Store,205.0664,7.085048275862069,2
NCL53,7.5,Low Fat,0.060649825,Health and Hygiene,177.4028,OUT010,1998,Small,Tier 3,Grocery Store,354.2056,23.653706666666668,2
NCX05,15.2,Low Fat,0.09725893699999999,Health and Hygiene,114.8492,OUT045,2002,Medium,Tier 2,Supermarket Type1,1506.0396,7.555868421052632,3
FDO21,11.6,Regular,0.009763021,Snack Foods,226.2404,OUT046,1997,Small,Tier 1,Supermarket Type1,1800.3232,19.503482758620688,2
NCF07,9.0,Low Fat,0.032152981000000004,Household,102.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1518.024,11.333511111111111,3
FDU20,19.35,Regular,0.021439694,Fruits and Vegetables,119.7098,OUT013,1987,High,Tier 3,Supermarket Type1,1325.6078,6.186552971576227,1
FDK09,15.2,Low Fat,0.153592956,Snack Foods,228.0352,OUT010,1998,Small,Tier 3,Grocery Store,458.0704,15.002315789473686,2
FDY57,20.2,Regular,0.12123130800000001,Snack Foods,97.5752,OUT035,2004,Small,Tier 2,Supermarket Type1,1534.0032,4.830455445544555,3
FDD51,11.236868160732254,Low Fat,0.119371835,Dairy,45.2744,OUT027,1985,Medium,Tier 3,Supermarket Type3,905.488,4.029094170403587,1
FDA49,19.801931934993522,Low Fat,0.064607378,Canned,87.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2267.7148,4.4147106598984776,1
FDG33,5.365,Regular,0.14024028,Seafood,171.0764,OUT046,1997,Small,Tier 1,Supermarket Type1,3263.7516,31.88749301025163,2
FDG35,21.2,Regular,0.0,Starchy Foods,173.6738,OUT049,1999,Medium,Tier 1,Supermarket Type1,2954.1546,8.19216037735849,2
FDC52,11.15,Regular,0.008296692,Dairy,150.6708,OUT045,2002,Medium,Tier 2,Supermarket Type1,2106.5912,13.513076233183858,3
FDS34,19.35,Regular,0.077193256,Snack Foods,112.7518,OUT017,2007,Medium,Tier 2,Supermarket Type1,683.1108,5.826966408268733,3
NCY05,13.5,Low Fat,0.055075504000000004,Health and Hygiene,33.3874,OUT049,1999,Medium,Tier 1,Supermarket Type1,282.2992,2.4731407407407406,2
FDO46,9.6,Regular,0.014209811000000001,Snack Foods,188.1872,OUT035,2004,Small,Tier 2,Supermarket Type1,1701.7848,19.602833333333333,3
FDY20,12.5,Regular,0.08187986400000001,Fruits and Vegetables,91.7488,OUT049,1999,Medium,Tier 1,Supermarket Type1,1358.2320000000002,7.339904000000001,2
FDA13,15.85,Low Fat,0.078540095,Canned,36.3506,OUT035,2004,Small,Tier 2,Supermarket Type1,607.2096,2.2934132492113566,3
FDS04,10.195,Regular,0.146540889,Frozen Foods,141.7838,OUT013,1987,High,Tier 3,Supermarket Type1,1685.8056,13.90718979892104,1
FDU51,20.2,Regular,0.097059596,Meat,178.6028,OUT017,2007,Medium,Tier 2,Supermarket Type1,2302.3364,8.841722772277228,3
FDK50,7.96,Low Fat,0.028478742,Canned,161.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2,2750.4198,20.33786432160804,3
FDO60,20.0,Low Fat,0.034340926,Baking Goods,45.4086,OUT013,1987,High,Tier 3,Supermarket Type1,981.3892,2.27043,1
FDM13,6.425,Low Fat,0.063532672,Breakfast,133.0626,OUT017,2007,Medium,Tier 2,Supermarket Type1,1442.7886,20.710132295719845,3
FDU12,15.459550273055823,Regular,0.075384242,Baking Goods,262.7568,OUT027,1985,Medium,Tier 3,Supermarket Type3,7646.0472,16.996406451612902,1
NCG54,12.1,Low Fat,0.080131363,Household,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,1539.9954,14.124842975206612,3
FDH40,11.6,Regular,0.132111921,Frozen Foods,82.2276,OUT010,1998,Small,Tier 3,Grocery Store,243.6828,7.088586206896552,2
NCI06,11.241959898051542,Low Fat,0.083547515,Household,179.166,OUT019,1985,Small,Tier 1,Grocery Store,359.532,15.937256637168138,1
FDA58,9.395,Low Fat,0.103731617,Snack Foods,236.9932,OUT035,2004,Small,Tier 2,Supermarket Type1,4242.4776,25.225460351250668,3
FDJ02,17.2,Regular,0.025309134,Canned,147.0418,OUT017,2007,Medium,Tier 2,Supermarket Type1,2354.2688,8.548941860465117,3
FDP21,7.42,Regular,0.0258457,Snack Foods,188.9872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458.1336,25.4699730458221,3
FDN57,18.25,Low Fat,0.054223942000000004,Snack Foods,142.0154,OUT035,2004,Small,Tier 2,Supermarket Type1,2127.231,7.781665753424657,3
FDV26,20.00030203075278,Regular,0.07579164099999999,Dairy,193.3794,OUT027,1985,Medium,Tier 3,Supermarket Type3,8388.4142,9.668823985890652,1
FDZ21,17.6,Regular,0.03928284,Snack Foods,94.641,OUT049,1999,Medium,Tier 1,Supermarket Type1,2799.6890000000003,5.377329545454545,2
FDG21,17.20919869265061,Regular,0.14559143800000002,Seafood,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,1797.66,8.641018251681075,1
FDF26,6.825,Regular,0.046824729,Canned,155.1998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,22.739897435897436,3
FDC39,7.405,Low Fat,0.159062948,Dairy,208.9296,OUT013,1987,High,Tier 3,Supermarket Type1,2700.4848,28.21466576637407,1
FDQ24,15.7,Low Fat,0.07396678599999999,Baking Goods,250.5724,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.7584,15.960025477707006,3
FDC41,15.6,Low Fat,0.117574554,Frozen Foods,75.667,OUT017,2007,Medium,Tier 2,Supermarket Type1,1301.639,4.850448717948718,3
NCO14,9.6,Low Fat,0.049617765,Household,44.2086,OUT010,1998,Small,Tier 3,Grocery Store,44.6086,4.6050625,2
FDE05,10.738409289700515,Regular,0.032296886000000004,Frozen Foods,144.0102,OUT027,1985,Medium,Tier 3,Supermarket Type3,5394.9774,13.410757228086277,1
FDW52,13.886917147789909,Regular,0.037340835,Frozen Foods,163.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946.8624,11.748655102040816,1
FDL36,14.808228379513015,Low Fat,0.075707087,Baking Goods,88.18299999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,1438.128,5.954999999999999,1
FDS04,10.195,Regular,0.146635206,Frozen Foods,139.0838,OUT035,2004,Small,Tier 2,Supermarket Type1,3652.5788,13.642354095144679,3
NCC18,19.1,Low Fat,0.17754562399999999,Household,172.4422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3621.2862,9.028387434554974,2
FDN01,8.895,Low Fat,0.072693696,Breakfast,175.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,529.311,19.779314221472738,3
FDY02,8.945,Regular,0.146701312,Dairy,262.291,OUT010,1998,Small,Tier 3,Grocery Store,1314.955,29.322638345444382,2
FDV15,10.3,Low Fat,0.146999264,Meat,103.7648,OUT017,2007,Medium,Tier 2,Supermarket Type1,2804.3496,10.074252427184465,3
FDC34,16.0,Regular,0.173109453,Snack Foods,155.2972,OUT045,2002,Medium,Tier 2,Supermarket Type1,3894.93,9.706075,3
FDX10,6.385,Regular,0.12441028400000001,Snack Foods,34.3874,OUT017,2007,Medium,Tier 2,Supermarket Type1,388.1614,5.385653876272514,3
NCF19,13.0,Low Fat,0.035079516,Household,47.9034,OUT013,1987,High,Tier 3,Supermarket Type1,583.2408,3.684876923076923,1
FDE17,20.1,Regular,0.054763518,Frozen Foods,150.9366,OUT017,2007,Medium,Tier 2,Supermarket Type1,3476.1418,7.509283582089552,3
FDJ08,11.1,Low Fat,0.11112293599999999,Fruits and Vegetables,189.2846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3630.6074,17.052666666666667,3
NCN53,5.175,Low Fat,0.030330202,Health and Hygiene,35.4874,OUT013,1987,High,Tier 3,Supermarket Type1,388.1614,6.857468599033817,1
FDC16,11.5,Regular,0.0,Dairy,88.25399999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,1298.31,7.674260869565217,2
FDO15,16.75,Regular,0.008601441,Meat,73.7038,OUT018,2009,Medium,Tier 3,Supermarket Type2,1404.1722,4.400226865671642,3
FDQ23,6.539045790824218,Low Fat,0.024407061,Breads,102.3332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1948.1308,15.649561613958562,1
